,names,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,cluster_11,cluster_12,id
776,dom_pod_goroy,0,1,0,2,0,0,0,0,0,1,2,1,26739
777,rebel1866,0,0,0,0,0,0,0,0,0,4,9,4,42007
778,vadimbaranov18,2,0,2,0,0,0,0,0,0,0,2,1,96244
779,aquaspace,0,0,2,2,0,0,0,0,0,0,2,1,56696
780,ma_ko_shka,1,2,0,0,0,0,0,1,0,0,2,1,59234
781,molchunoff,0,1,1,1,0,0,1,0,0,0,2,1,91037
782,lordaq,1,0,0,1,1,0,1,0,0,0,2,1,70848
783,elenaoat,0,0,1,0,0,2,0,0,0,1,2,1,21610
784,volna888,0,0,0,0,0,0,3,0,1,0,6,2,13037
785,perevozkibg,0,0,0,0,0,0,0,2,2,0,4,11,67938
786,malamant,2,0,0,0,0,0,1,0,0,1,2,1,29975
787,artemdragunov,1,2,0,0,0,0,0,0,1,0,2,1,30515
788,mmv13,0,1,0,2,0,1,0,0,0,0,2,1,98905
789,unclean25,1,2,1,0,0,0,0,0,0,0,2,1,63587
790,annakalash,0,0,0,2,0,0,2,0,0,0,6,2,34892
791,milena_cotliar,0,0,0,0,0,0,2,0,0,2,6,2,33729
792,slava_vologda,0,0,1,0,1,0,1,0,1,0,2,11,11971
793,jannatravels,0,0,2,0,0,1,0,0,0,1,2,1,11062
794,63ru,0,0,1,1,0,0,1,0,0,1,2,1,16746
795,arbatovagidepar,1,1,0,1,1,0,0,0,0,0,2,1,96694
796,lauerz,0,0,1,0,1,1,0,0,1,0,2,1,33577
797,swg54,0,0,3,0,1,0,0,0,0,0,10,0,41376
798,mykola_skyline,2,2,0,0,0,0,0,0,0,0,2,1,16422
799,imperator,0,0,0,0,0,3,1,0,0,0,5,9,48971
800,zhevna,0,2,1,1,0,0,0,0,0,0,2,1,11832
801,polinell_l,0,1,0,2,1,0,0,0,0,0,2,1,33908
802,yury_tsybanev54,0,0,1,0,1,0,1,0,0,1,2,1,37535
803,simon_vit,0,4,0,0,0,0,0,0,0,0,8,3,42112
804,mgu68,0,2,0,0,0,0,0,0,1,1,2,11,49138
805,ortlib,0,3,0,0,0,0,1,0,0,0,8,3,73105
806,lady_tiana,2,2,0,0,0,0,0,0,0,0,2,1,76544
807,masqara,0,2,1,0,0,0,0,0,0,1,2,1,91121
808,miguel_kud,0,1,2,0,1,0,0,0,0,0,2,1,31040
809,himjan,0,0,2,0,1,0,0,0,0,1,2,1,29681
810,sergija1812,0,1,2,1,0,0,0,0,0,0,2,1,13878
811,olegshnyrev,1,1,1,0,0,0,0,0,0,1,2,1,96404
812,inna_budapest,1,0,1,1,0,1,0,0,0,0,2,1,16952
813,virtu_ella,1,1,1,1,0,0,0,0,0,0,2,1,60255
814,td_41,0,0,0,1,1,1,1,0,0,0,2,1,49751
815,interbrigada,0,0,3,1,0,0,0,0,0,0,10,0,11850
816,consciousness7,1,1,0,2,0,0,0,0,0,0,2,1,21087
817,nikitayev,1,1,0,1,0,1,0,0,0,0,2,1,48842
818,capitalintensiv,0,0,0,0,0,0,0,0,0,4,9,4,40137
819,d_zaitsev,0,2,0,0,2,0,0,0,0,0,1,5,77468
820,nickfw,1,0,2,1,0,0,0,0,0,0,2,1,33388
821,enasiwa,1,1,0,0,1,0,1,0,0,0,2,1,74267
822,sm18,1,1,1,0,0,1,0,0,0,0,2,1,52558
823,quis_quaeritis,0,2,1,0,1,0,0,0,0,0,2,1,30325
824,fotografersha,0,0,1,1,1,0,0,0,1,0,2,1,88294
825,katsaylidiru,0,0,0,0,0,0,1,1,1,1,2,11,55027
826,neebler,0,1,0,1,1,0,1,0,0,0,2,1,57055
827,ucmok_peku,0,1,0,0,2,1,0,0,0,0,1,5,67488
828,datczozhun,0,1,0,2,0,0,1,0,0,0,2,1,96681
829,znanie74,0,1,0,1,0,1,0,0,0,1,2,1,26500
830,mikhailavia,0,0,2,0,0,0,0,0,0,2,9,4,38835
831,prostopasha1914,0,1,0,0,1,0,2,0,0,0,6,2,30049
832,soldier_moskva,1,0,0,1,0,1,0,1,0,0,2,1,25047
833,ovod_next,0,2,2,0,0,0,0,0,0,0,2,1,25350
834,igorek3d,2,2,0,0,0,0,0,0,0,0,2,1,67931
835,razuznaika,1,0,0,0,1,0,2,0,0,0,6,2,92755
836,tasylda,1,1,1,0,0,1,0,0,0,0,2,1,90152
837,lami_nariya,0,3,1,0,0,0,0,0,0,0,8,3,63262
838,abyon,0,0,0,0,0,0,3,1,0,0,6,2,47746
839,apraxis,4,0,0,0,0,0,0,0,0,0,7,7,15536
840,denisbalakin,1,0,1,1,1,0,0,0,0,0,2,1,45452
841,ak_au,1,2,0,0,0,1,0,0,0,0,2,1,36914
842,kungurov,1,1,2,0,0,0,0,0,0,0,2,1,27584
843,absolutepatriot,0,1,2,0,0,0,0,1,0,0,2,1,94017
844,sezonoj,1,0,1,2,0,0,0,0,0,0,2,1,82222
845,paxarmenius,0,1,1,1,1,0,0,0,0,0,2,1,90030
846,abcdpolk,1,2,0,0,1,0,0,0,0,0,2,1,96448
847,mozharovsky_v_i,1,1,0,1,1,0,0,0,0,0,2,1,66344
848,elenova11,0,0,0,1,1,0,0,0,1,1,2,11,60223
849,vikont1969,0,0,1,1,1,1,0,0,0,0,2,1,35625
850,polyakov_dmitry,0,1,3,0,0,0,0,0,0,0,10,0,57041
851,whitepineapple,0,0,1,1,0,0,0,2,0,0,3,6,66878
852,kaa_smit,2,0,0,0,0,1,0,1,0,0,2,1,54063
853,antigravidy07,0,0,2,1,1,0,0,0,0,0,2,1,94012
854,gendus,0,0,0,2,0,1,0,0,1,0,2,1,24855
855,graf_kankrin,0,0,1,3,0,0,0,0,0,0,0,8,59176
856,belka_na_dereve,0,0,0,1,1,2,0,0,0,0,2,1,73392
857,ltraditionalist,0,0,0,0,0,0,0,0,2,2,4,11,34240
858,poltava8ezhov,2,1,1,0,0,0,0,0,0,0,2,1,80355
859,evia1,0,2,0,0,0,0,1,1,0,0,2,1,88505
860,makarov_vadim,1,1,1,0,0,0,1,0,0,0,2,1,70778
861,slicepizzamsk,1,1,0,0,0,1,1,0,0,0,2,1,10625
862,berg_press,0,0,1,0,0,1,0,1,1,0,2,11,49352
863,poexaliroma,1,1,0,0,0,1,1,0,0,0,2,1,46278
864,belkino,3,0,0,0,0,1,0,0,0,0,7,7,45378
865,vladsvetoch,0,2,0,2,0,0,0,0,0,0,2,1,69677
866,helier59,0,2,1,1,0,0,0,0,0,0,2,1,69665
867,nelidova_ng,0,0,0,1,0,0,2,1,0,0,6,2,28988
868,nataassa,1,1,1,0,0,0,0,1,0,0,2,1,50030
869,mono_polist,1,3,0,0,0,0,0,0,0,0,8,3,51454
870,tanjand,0,1,0,3,0,0,0,0,0,0,0,8,92226
871,sonia_24,0,0,0,0,0,0,1,1,1,1,2,11,87567
872,m_athanasios,0,2,1,0,0,1,0,0,0,0,2,1,10834
873,verayershova,1,3,0,0,0,0,0,0,0,0,8,3,69968
874,belkanatkin,0,0,1,2,0,0,0,0,1,0,2,1,61295
875,covid19news,0,0,0,0,0,0,0,4,0,0,3,6,39307
876,maxkuliaiev,0,0,0,1,0,2,0,0,0,0,5,9,52903
877,sergoshurman,3,0,0,0,0,0,0,0,0,0,7,7,87622
878,a_schepeljov,0,1,0,0,0,0,2,0,0,0,6,2,14942
879,sun_goddes,0,0,0,0,2,0,1,0,0,0,1,5,28188
880,decorumba,0,1,0,0,0,0,0,1,1,0,2,11,71743
881,rsi_12_k,1,1,0,1,0,0,0,0,0,0,2,1,17679
882,yuhanson,0,2,0,0,1,0,0,0,0,0,8,3,91450
883,joerrigo,0,2,1,0,0,0,0,0,0,0,8,3,92116
884,jivemodinraz,0,0,3,0,0,0,0,0,0,0,10,0,63763
885,recept,0,0,0,0,0,0,1,2,0,0,3,6,33169
886,legart,0,0,0,1,1,1,0,0,0,0,2,1,66972
887,aleksandrstlbp,0,0,2,1,0,0,0,0,0,0,10,0,41320
888,katgen,0,2,0,0,1,0,0,0,0,0,8,3,86458
889,prozerin,0,1,2,0,0,0,0,0,0,0,10,0,80048
890,dariashmidt,0,2,0,1,0,0,0,0,0,0,8,3,40706
891,willy,0,0,0,0,0,0,0,2,0,1,3,6,80495
892,aliprostocom,1,2,0,0,0,0,0,0,0,0,8,3,44794
893,olgms,0,1,0,1,0,1,0,0,0,0,2,1,75589
894,wieworka,1,0,1,0,1,0,0,0,0,0,2,1,67366
895,mercalovdm,0,1,0,0,1,1,0,0,0,0,2,1,61957
896,klinspas,0,0,2,1,0,0,0,0,0,0,10,0,84736
897,idynkovich,0,1,0,0,2,0,0,0,0,0,1,5,58900
898,sergofan_prok,0,1,1,1,0,0,0,0,0,0,2,1,27195
899,wine_street,1,0,0,0,1,0,0,0,1,0,2,11,14051
900,d0ctor_z,0,3,0,0,0,0,0,0,0,0,8,3,57474
901,sykt24,0,1,0,0,0,0,0,0,1,1,2,11,92573
902,kohinor,0,3,0,0,0,0,0,0,0,0,8,3,45450
903,ivan_novikov,0,0,0,1,1,1,0,0,0,0,2,1,88802
904,alfafilatov,0,0,0,0,1,0,0,1,0,1,2,1,83055
905,innfinipa,0,1,0,1,1,0,0,0,0,0,2,1,65342
906,sova_f,0,1,0,1,0,0,0,0,1,0,2,11,81218
907,snova_ta,0,0,0,1,2,0,0,0,0,0,1,5,30912
908,scillaru,1,2,0,0,0,0,0,0,0,0,8,3,91916
909,polenova,0,1,0,1,0,0,0,0,1,0,2,11,11277
910,hatmedicine,0,1,1,0,0,0,0,1,0,0,2,1,49763
911,veritas4,0,0,0,2,0,0,0,0,0,1,0,8,52877
912,sama_po_tebe,3,0,0,0,0,0,0,0,0,0,7,7,13184
913,newboss,1,1,0,1,0,0,0,0,0,0,2,1,12527
914,catholic_russia,0,0,0,3,0,0,0,0,0,0,0,8,16200
915,mig294,0,0,1,0,0,0,1,0,1,0,2,11,51572
916,mike_lambert,1,0,0,0,0,0,0,0,1,1,2,11,40442
917,sochnikov,0,0,0,1,0,0,1,1,0,0,2,1,29372
918,valentin_aleksy,0,0,0,0,0,2,1,0,0,0,5,9,73055
919,goldembroidery,1,0,0,0,0,0,2,0,0,0,6,2,28937
920,nat_antivirus,0,0,0,0,0,0,0,1,1,1,2,11,87949
921,sisj,0,0,0,0,0,1,0,1,1,0,2,11,63759
922,levbuldozer,1,1,1,0,0,0,0,0,0,0,2,1,52999
923,stalker347,0,2,0,1,0,0,0,0,0,0,8,3,64116
924,julinona,1,1,0,0,0,0,0,0,0,1,2,1,17472
925,dmitriy_slovo,0,0,0,0,2,0,0,1,0,0,1,5,53419
926,indigessa,2,0,1,0,0,0,0,0,0,0,7,7,66969
927,alex_yarem,0,0,1,1,0,0,0,1,0,0,2,1,48412
928,mike_y74,0,1,0,0,0,0,1,0,1,0,2,11,38667
929,alekstore,0,0,3,0,0,0,0,0,0,0,10,0,81212
930,prof_afv,0,3,0,0,0,0,0,0,0,0,8,3,71955
931,basilio_50,0,1,0,1,0,1,0,0,0,0,2,1,80363
932,mactergood,0,0,0,0,0,0,0,0,0,2,9,4,60308
933,a_redut,1,0,1,0,0,0,1,0,0,0,2,1,34096
934,mainstream_zp,0,3,0,0,0,0,0,0,0,0,8,3,44177
935,val000,0,0,1,1,0,1,0,0,0,0,2,1,49675
936,gingerbkn,1,0,2,0,0,0,0,0,0,0,10,0,79773
937,terran_ru,0,1,1,1,0,0,0,0,0,0,2,1,81187
938,nikstutas,3,0,0,0,0,0,0,0,0,0,7,7,82194
939,smirnov_vlad,0,0,0,0,0,3,0,0,0,0,5,9,20426
940,bergen_rus,2,1,0,0,0,0,0,0,0,0,7,7,36530
941,fila99,0,0,0,2,0,1,0,0,0,0,0,8,60581
942,maxim_pr,0,1,0,0,0,0,0,1,1,0,2,11,10380
943,skurkys,0,0,0,0,0,1,0,2,0,0,3,6,19552
944,salimshuravin,0,0,0,0,1,1,1,0,0,0,2,1,95329
945,personalizm,0,2,1,0,0,0,0,0,0,0,8,3,31147
946,realhemul,0,1,1,1,0,0,0,0,0,0,2,1,19136
947,darinkaaistova,0,1,0,0,0,0,1,0,0,1,2,1,83968
948,shiz_zasta,2,1,0,0,0,0,0,0,0,0,7,7,30670
949,rabtsunea,0,0,0,2,0,0,1,0,0,0,0,8,50151
950,kaweczka,0,2,0,0,0,0,0,0,0,1,8,3,69338
951,petruha_petrov,0,0,1,2,0,0,0,0,0,0,0,8,17862
952,sergey_2045,0,0,0,1,0,1,0,1,0,0,2,1,71668
953,pramenofanarchy,1,0,1,0,0,0,0,0,0,1,2,1,51985
954,alexlotov,1,1,0,1,0,0,0,0,0,0,2,1,75656
955,ncd2010,0,0,0,0,0,1,0,0,2,0,4,10,82359
956,belij_shaman,1,1,1,0,0,0,0,0,0,0,2,1,82728
957,naritsin,0,0,3,0,0,0,0,0,0,0,10,0,16204
958,cccprevivel,0,2,0,0,0,0,0,1,0,0,8,3,54842
959,igor_tsaler,0,1,1,0,1,0,0,0,0,0,2,1,46448
960,tan_alex,0,2,0,0,1,0,0,0,0,0,8,3,80400
961,gorojanin_iz_b,0,0,0,2,0,0,0,0,1,0,0,8,76956
962,jumpingleo,0,2,0,1,0,0,0,0,0,0,8,3,22606
963,dtpnet,0,0,1,0,0,0,1,0,1,0,2,11,73604
964,yu_dzin,1,0,1,0,1,0,0,0,0,0,2,1,50591
965,psikhologiya,0,0,1,1,0,0,1,0,0,0,2,1,77517
966,aleksej_cccp,1,1,1,0,0,0,0,0,0,0,2,1,64956
967,vmilovidov,0,1,0,0,1,0,0,0,0,1,2,1,56337
968,alkresin,0,0,1,1,1,0,0,0,0,0,2,1,12776
969,lika_bo,2,1,0,0,0,0,0,0,0,0,7,7,95026
970,ulelya,0,1,1,0,0,0,0,0,0,1,2,1,67244
971,teodorchik74,0,3,0,0,0,0,0,0,0,0,8,3,93958
972,us_expert,1,0,0,0,0,0,0,1,1,0,2,11,14752
973,seregalab,1,0,1,0,0,0,0,0,1,0,2,11,53678
974,horigy,0,1,0,2,0,0,0,0,0,0,0,8,84039
975,ein_arzt,0,0,2,0,0,0,0,0,0,1,10,0,68092
976,crazy_cat,0,1,1,0,1,0,0,0,0,0,2,1,54623
977,mskolov,0,0,0,1,0,1,0,0,0,1,2,1,80741
978,x_kozhevnikoff,1,2,0,0,0,0,0,0,0,0,8,3,67846
979,advocat77rus,2,0,0,0,0,0,0,0,0,1,7,7,28824
980,prospekt_pobedy,0,0,2,0,0,0,0,1,0,0,10,0,58478
981,maxim_nm,0,2,0,1,0,0,0,0,0,0,8,3,53325
982,santolege,0,0,2,1,0,0,0,0,0,0,10,0,95505
983,mielavinograd,0,0,0,0,0,1,0,1,0,1,2,1,35168
984,efler,0,0,0,0,2,0,0,0,1,0,1,5,67582
985,provocateur_b,0,0,0,1,0,2,0,0,0,0,5,9,91052
986,val_wld,2,0,0,0,0,0,0,1,0,0,7,7,17950
987,sevevgen,0,0,0,0,1,2,0,0,0,0,5,9,34170
988,lolochcasvechca,0,0,0,1,0,1,0,0,0,1,2,1,71518
989,darinka07,0,1,0,1,0,1,0,0,0,0,2,1,50672
990,palmindesert,0,1,0,0,0,1,0,0,1,0,2,11,92707
991,kurai_31,0,0,1,0,2,0,0,0,0,0,1,5,31164
992,jeanix,0,1,0,0,2,0,0,0,0,0,1,5,22062
993,severodvinsk29,0,0,0,0,0,3,0,0,0,0,5,9,92240
994,andrewrostov,0,0,0,0,0,2,0,0,0,1,5,9,51841
995,lacr1ma,1,2,0,0,0,0,0,0,0,0,8,3,14206
996,yasad,0,0,0,0,0,0,0,0,0,3,9,4,79736
997,mfckbr,0,2,0,0,0,0,0,1,0,0,8,3,40647
998,mkhmelnitskii,0,1,0,1,0,0,0,0,0,1,2,1,75988
999,kievlyanka_ira,0,0,1,0,0,0,1,1,0,0,2,1,90123
1000,red_mskt,1,0,0,0,0,0,0,0,1,0,4,11,54893
1001,jomora,0,0,0,3,0,0,0,0,0,0,0,8,50907
1002,golovko,0,0,0,0,3,0,0,0,0,0,1,5,62215
1003,panteriksi,0,0,2,0,0,0,1,0,0,0,10,0,65642
1004,staysane71,0,0,1,0,1,1,0,0,0,0,2,1,48176
1005,alex_mironov,0,0,0,2,0,1,0,0,0,0,0,8,28347
1006,shelishell,0,1,0,0,1,1,0,0,0,0,2,1,71887
1007,windtravel,0,0,3,0,0,0,0,0,0,0,10,0,16761
1008,enot_by,0,3,0,0,0,0,0,0,0,0,8,3,63802
1009,catamish,0,0,1,0,0,0,0,0,1,1,2,11,76667
1010,volganka,1,1,1,0,0,0,0,0,0,0,2,1,38637
1011,int1624068,0,1,0,0,2,0,0,0,0,0,1,5,40704
1012,t_blzer,1,0,0,1,1,0,0,0,0,0,2,1,10816
1013,kolyuchka53,1,0,0,1,0,1,0,0,0,0,2,1,96250
1014,bodeh,0,2,0,0,0,1,0,0,0,0,8,3,41055
1015,top_logger,1,1,0,0,1,0,0,0,0,0,2,1,26579
1016,avlady,0,1,1,1,0,0,0,0,0,0,2,1,72806
1017,crimea_br,2,0,1,0,0,0,0,0,0,0,7,7,88734
1018,ls_familia,0,1,2,0,0,0,0,0,0,0,10,0,72479
1019,tainam_net,0,1,0,0,0,0,2,0,0,0,6,2,60462
1020,russlink_policy,1,0,0,1,0,1,0,0,0,0,2,1,26213
1021,bogybogovo,1,2,0,0,0,0,0,0,0,0,8,3,42644
1022,foxina_engineer,1,0,0,1,0,0,1,0,0,0,2,1,67083
1023,shel_gilbo,3,0,0,0,0,0,0,0,0,0,7,7,24463
1024,neirosocbelarus,1,1,0,1,0,0,0,0,0,0,2,1,35232
1025,termo_drova,0,0,0,0,0,0,0,2,1,0,3,6,94511
1026,mikhailove,0,0,1,2,0,0,0,0,0,0,0,8,36290
1027,yuvikom,0,1,0,0,0,2,0,0,0,0,5,9,72227
1028,voljena,1,0,0,1,0,1,0,0,0,0,2,1,45464
1029,hotabbld,2,1,0,0,0,0,0,0,0,0,7,7,82696
1030,k_improvement,0,3,0,0,0,0,0,0,0,0,8,3,42076
1031,gadskiy_papablo,0,2,0,0,0,0,0,0,0,1,8,3,72474
1032,raiman21,0,2,1,0,0,0,0,0,0,0,8,3,44924
1033,synchrozeta,3,0,0,0,0,0,0,0,0,0,7,7,98028
1034,artemevsepar,0,1,0,0,1,1,0,0,0,0,2,1,92682
1035,begovoj,1,1,1,0,0,0,0,0,0,0,2,1,94274
1036,virferry,0,2,0,1,0,0,0,0,0,0,8,3,90417
1037,chebooran,0,2,0,0,1,0,0,0,0,0,8,3,30193
1038,mikhailfilippov,0,1,0,0,1,0,1,0,0,0,2,1,76770
1039,alexander_oskin,0,0,0,1,0,0,1,1,0,0,2,1,11352
1040,tefffi,0,1,0,0,0,1,0,0,1,0,2,11,41426
1041,los_oxuenos,0,0,0,0,0,0,0,0,2,1,4,11,30063
1042,palex,1,0,0,0,0,0,0,0,1,1,2,11,98066
1043,shok_darvina,0,0,1,2,0,0,0,0,0,0,0,8,35998
1044,vladimirdar,1,2,0,0,0,0,0,0,0,0,8,3,82858
1045,nemolodoj,0,2,0,1,0,0,0,0,0,0,8,3,52068
1046,brueggen,0,0,0,0,0,2,0,1,0,0,5,9,89726
1047,urist_v_sochi,0,2,1,0,0,0,0,0,0,0,8,3,50466
1048,a_25,0,0,0,0,3,0,0,0,0,0,1,5,85395
1049,koltashov,0,0,0,1,1,0,1,0,0,0,2,1,72668
1050,trots_kiy,2,1,0,0,0,0,0,0,0,0,7,7,79324
1051,nklsdv,0,0,0,0,1,0,0,0,1,1,2,11,57822
1052,rybinsk_onse,0,1,0,1,0,1,0,0,0,0,2,1,57159
1053,yulanta,1,0,1,0,0,1,0,0,0,0,2,1,88790
1054,nym_phae,0,0,0,0,0,0,2,0,1,0,6,2,45372
1055,le_shuva,2,0,1,0,0,0,0,0,0,0,7,7,64658
1056,avva,0,1,0,1,0,0,1,0,0,0,2,1,10750
1057,isteindl,0,0,0,0,1,1,0,1,0,0,2,1,22921
1058,alex_dudchak,0,0,0,0,0,0,0,2,0,0,3,6,61541
1059,bikinna,0,0,0,1,0,1,0,0,0,0,2,1,16736
1060,vlade_mir,0,1,0,0,0,1,0,0,0,0,2,1,35588
1061,beloyar,0,1,0,0,1,0,0,0,0,0,1,5,17045
1062,novecento_66,1,0,0,1,0,0,0,0,0,0,2,1,56100
1063,angevine_russe,0,1,0,0,0,0,1,0,0,0,6,2,20776
1064,_meskalito_,0,0,0,0,0,0,0,0,1,1,4,11,29090
1065,gilliotinus,0,0,1,0,0,0,0,1,0,0,3,6,79265
1066,verafri,0,0,1,0,1,0,0,0,0,0,1,5,11372
1067,dmytrovoytko,2,0,0,0,0,0,0,0,0,0,7,7,61114
1068,brotandos,0,0,0,0,0,0,2,0,0,0,6,2,29193
1069,kelatudmaa,2,0,0,0,0,0,0,0,0,0,7,7,55126
1070,kara881,1,0,0,0,0,0,0,1,0,0,3,6,51121
1071,radislavsafin,0,0,0,0,2,0,0,0,0,0,1,5,90822
1072,mcbill_pc_p,0,0,0,0,0,1,0,0,0,1,9,4,39323
1073,andrey_konoval,0,2,0,0,0,0,0,0,0,0,8,3,15499
1074,paulspb,0,0,0,1,1,0,0,0,0,0,1,5,10982
1075,adekvat,1,1,0,0,0,0,0,0,0,0,2,1,99673
1076,mon_sofia,0,2,0,0,0,0,0,0,0,0,8,3,93384
1077,lord_saladin,0,0,0,0,0,0,0,0,0,2,9,4,63370
1078,a_karpov,1,0,0,0,0,0,0,1,0,0,3,6,27684
1079,kontinent_mu,0,0,0,0,1,1,0,0,0,0,1,5,97091
1080,anonimusi,0,0,2,0,0,0,0,0,0,0,10,0,46680
1081,markiz_detsad,0,1,1,0,0,0,0,0,0,0,2,1,44145
1082,marselin,1,1,0,0,0,0,0,0,0,0,2,1,64382
1083,igor_v_pylaev,0,0,0,0,0,0,0,0,2,0,4,10,89735
1084,agent_gosdep,0,0,0,0,0,0,0,0,0,2,9,4,75124
1085,lav_and_a,0,1,0,1,0,0,0,0,0,0,2,1,84042
1086,psiholog_yurij,0,0,0,1,1,0,0,0,0,0,1,5,63854
1087,interius_pacem,0,2,0,0,0,0,0,0,0,0,8,3,90093
1088,heavyc_zp,1,0,1,0,0,0,0,0,0,0,2,1,91905
1089,noordenwind,0,1,1,0,0,0,0,0,0,0,2,1,41961
1090,mishaikon,1,0,0,1,0,0,0,0,0,0,2,1,30108
1091,colour_rain,1,0,1,0,0,0,0,0,0,0,2,1,87156
1092,luchecon,1,0,0,0,1,0,0,0,0,0,1,5,32258
1093,dmitrieco,0,0,0,0,0,0,1,1,0,0,6,2,64032
1094,russiancommun,0,1,0,0,0,0,1,0,0,0,6,2,29068
1095,tatunik,0,1,0,0,0,0,0,0,0,1,9,4,34611
1096,alex_777_70,0,2,0,0,0,0,0,0,0,0,8,3,41969
1097,paul_wine,0,0,0,0,1,0,1,0,0,0,6,2,67258
1098,martensit_rq,0,2,0,0,0,0,0,0,0,0,8,3,75384
1099,sobesednik_m,0,0,0,1,0,0,0,0,1,0,4,11,26262
1100,your_arskaya,0,1,0,0,0,0,0,0,1,0,4,11,67659
1101,think_head,1,1,0,0,0,0,0,0,0,0,2,1,94073
1102,roial11,0,0,0,2,0,0,0,0,0,0,0,8,86970
1103,pravda_ussr,0,0,0,1,0,0,0,1,0,0,3,6,81319
1104,little_infin,0,0,0,2,0,0,0,0,0,0,0,8,73514
1105,nataly_r,0,0,0,0,0,2,0,0,0,0,5,9,79226
1106,truckseason,0,0,0,0,0,0,0,1,1,0,4,11,37034
1107,kirssdiana,0,0,0,1,1,0,0,0,0,0,1,5,50495
1108,mgershteyn,0,0,0,1,0,0,1,0,0,0,6,2,56901
1109,rvmanekin,0,2,0,0,0,0,0,0,0,0,8,3,67349
1110,osherovmikhail,0,0,2,0,0,0,0,0,0,0,10,0,86498
1111,olegdushin,1,0,0,1,0,0,0,0,0,0,2,1,28643
1112,putinismvata,0,1,1,0,0,0,0,0,0,0,2,1,27497
1113,google1000,0,1,0,0,1,0,0,0,0,0,1,5,43938
1114,gurbolikov,0,0,0,0,0,0,1,0,0,0,6,2,20930
1115,v_gretch,0,0,1,0,0,1,0,0,0,0,2,1,48584
1116,vtochku35,0,2,0,0,0,0,0,0,0,0,8,3,49464
1117,mmmihail57,0,0,0,2,0,0,0,0,0,0,0,8,86556
1118,imcrazyfoxwp,0,1,1,0,0,0,0,0,0,0,2,1,16170
1119,anticovid,2,0,0,0,0,0,0,0,0,0,7,7,16959
1120,energyboomer,0,0,0,0,0,0,0,2,0,0,3,6,14868
1121,strela_morfeya,0,1,1,0,0,0,0,0,0,0,2,1,25151
1122,sword2010,1,1,0,0,0,0,0,0,0,0,2,1,49349
1123,read_or_write,0,0,0,2,0,0,0,0,0,0,0,8,21640
1124,whitepixel,1,0,1,0,0,0,0,0,0,0,2,1,15217
1125,nina_vidente,0,1,0,0,0,0,1,0,0,0,6,2,76044
1126,oherny,0,1,0,0,0,0,1,0,0,0,6,2,12234
1127,nikpolmir,0,1,0,0,1,0,0,0,0,0,1,5,31206
1128,bolhovich,0,0,1,0,0,1,0,0,0,0,2,1,94732
1129,sasha_portland,0,0,0,0,0,0,0,1,0,1,9,6,95090
1130,banderuk,0,1,0,1,0,0,0,0,0,0,2,1,80454
1131,echelpanov,0,0,0,0,0,0,0,1,1,0,4,11,49982
1132,klyakva,1,0,1,0,0,0,0,0,0,0,2,1,53423
1133,semenihin_1969,0,0,1,1,0,0,0,0,0,0,2,1,51377
1134,astin_tv1,0,0,0,0,0,0,0,0,2,0,4,10,30420
1135,jangalov,0,0,0,0,0,0,0,2,0,0,3,6,43229
1136,ptiz_siniz,1,0,0,0,1,0,0,0,0,0,1,5,45204
1137,kathefee,1,1,0,0,0,0,0,0,0,0,2,1,44232
1138,madam57,0,0,1,0,0,0,0,0,0,1,9,4,62547
1139,angelhelldezz,0,0,0,0,0,0,0,2,0,0,3,6,34980
1140,hydrolog,1,0,0,0,0,0,0,1,0,0,3,6,10719
1141,nikitamur,2,0,0,0,0,0,0,0,0,0,7,7,66913
1142,elenakostousova,0,1,0,0,0,0,0,0,0,0,8,3,34076
1143,crithin,0,1,0,0,0,0,1,0,0,0,6,2,23632
1144,djdaksnn,0,0,0,0,0,0,1,1,0,0,6,2,81201
1145,skinzer,0,1,1,0,0,0,0,0,0,0,2,1,13896
1146,grellheit,0,0,0,0,0,0,0,0,0,2,9,4,30691
1147,tar_s,0,0,0,0,0,2,0,0,0,0,5,9,25512
1148,photogenica_ru,1,0,1,0,0,0,0,0,0,0,2,1,51820
1149,vladkrasov,0,0,1,0,0,0,1,0,0,0,6,2,25019
1150,rimmir,1,0,0,1,0,0,0,0,0,0,2,1,47703
1151,sara_s_bazara,2,0,0,0,0,0,0,0,0,0,7,7,82619
1152,aleksei_lars,0,1,0,1,0,0,0,0,0,0,2,1,49410
1153,yrjonpoika,1,1,0,0,0,0,0,0,0,0,2,1,48990
1154,ngc1365,1,1,0,0,0,0,0,0,0,0,2,1,35624
1155,mgolubev,0,2,0,0,0,0,0,0,0,0,8,3,25070
1156,v_tribunsky,0,0,0,0,0,0,0,1,0,1,9,6,88457
1157,bolgarttx,0,0,0,0,0,0,0,1,1,0,4,11,68959
1158,one_ga,1,0,0,0,0,0,0,0,1,0,4,11,70573
1159,sochi_eva1,0,1,0,0,1,0,0,0,0,0,1,5,67184
1160,lacrimea,0,0,0,1,1,0,0,0,0,0,1,5,29612
1161,theannadeveaux,0,1,0,1,0,0,0,0,0,0,2,1,55112
1162,zzloy_dikobrazz,0,0,1,0,0,0,1,0,0,0,6,2,43289
1163,iron_peremoga,0,1,1,0,0,0,0,0,0,0,2,1,97037
1164,turtaniat,0,1,0,1,0,0,0,0,0,0,2,1,41312
