,names,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,cluster_11,cluster_12,id
1933,meilymeyer,0,0,1,0,0,0,0,0,0,0,10,0,73292
1934,tanchorra,0,0,0,1,0,0,0,0,0,0,0,8,51806
1935,baloban,0,0,0,0,0,0,0,0,0,1,9,4,49730
1936,true_iherb,0,0,0,0,1,0,0,0,0,0,1,5,73773
1937,sergiozz23,0,0,0,0,0,1,0,0,0,0,5,9,66688
1938,natooralist2,1,0,0,0,0,0,0,0,0,0,7,7,70908
1939,princip1,0,0,0,0,0,1,0,0,0,0,5,9,79587
1940,scholast,0,0,0,0,0,1,0,0,0,0,5,9,56577
1941,zucrazy,0,1,0,0,0,0,0,0,0,0,8,3,70530
1942,sp4rc,0,0,0,1,0,0,0,0,0,0,0,8,94833
1943,slan1934,1,0,0,0,0,0,0,0,0,0,7,7,20834
1944,beliberden,0,0,1,0,0,0,0,0,0,0,10,0,41149
1945,veselyj_shalopa,0,0,1,0,0,0,0,0,0,0,10,0,57559
1946,333777999,1,0,0,0,0,0,0,0,0,0,7,7,56844
1947,2019_ncov_info,0,0,0,1,0,0,0,0,0,0,0,8,16492
1948,astrolog_olga,1,0,0,0,0,0,0,0,0,0,7,7,20188
1949,cicimmer,0,1,0,0,0,0,0,0,0,0,8,3,68615
1950,angela_dianova,0,0,0,0,0,0,0,0,0,1,9,4,71044
1951,maksumuluano,0,0,1,0,0,0,0,0,0,0,10,0,46528
1952,coolmasters,0,1,0,0,0,0,0,0,0,0,8,3,69426
1953,irkasokol777,0,0,0,0,0,0,0,0,1,0,4,10,85224
1954,kakolykia1,0,0,1,0,0,0,0,0,0,0,10,0,23288
1955,shadowmoonlight,0,0,0,0,0,0,0,1,0,0,3,6,28037
1956,r2d4,1,0,0,0,0,0,0,0,0,0,7,7,59972
1957,columbus84,1,0,0,0,0,0,0,0,0,0,7,7,26642
1958,ta_nusia,0,0,0,0,1,0,0,0,0,0,1,5,57984
1959,sokomota,0,0,0,1,0,0,0,0,0,0,0,8,77957
1960,macdefensor,0,0,0,1,0,0,0,0,0,0,0,8,69740
1961,beryash,1,0,0,0,0,0,0,0,0,0,7,7,14611
1962,sasha_cheiz,0,1,0,0,0,0,0,0,0,0,8,3,30456
1963,hofenberger,0,0,0,0,0,1,0,0,0,0,5,9,40625
1964,kitaez19,0,0,0,0,0,0,0,1,0,0,3,6,63426
1965,2zvezdochetov,0,0,1,0,0,0,0,0,0,0,10,0,98663
1966,stenosinfo,0,0,0,0,0,0,1,0,0,0,6,2,46362
1967,lunatik_l,0,0,0,0,0,0,1,0,0,0,6,2,85856
1968,elenarka,0,1,0,0,0,0,0,0,0,0,8,3,79124
1969,nattalia_herb,0,0,0,0,0,0,1,0,0,0,6,2,52682
1970,mari_photo_zzz,0,0,0,0,0,1,0,0,0,0,5,9,39792
1971,dogfreedom,1,0,0,0,0,0,0,0,0,0,7,7,54410
1972,lupersolski,0,0,0,0,0,1,0,0,0,0,5,9,23774
1973,weweza,0,0,1,0,0,0,0,0,0,0,10,0,32301
1974,shkvarek,0,0,0,1,0,0,0,0,0,0,0,8,48194
1975,mirra_77,0,0,1,0,0,0,0,0,0,0,10,0,21119
1976,scilla_78,0,1,0,0,0,0,0,0,0,0,8,3,62509
1977,azamandius,0,0,0,0,0,0,0,0,1,0,4,10,41307
1978,leanora777,1,0,0,0,0,0,0,0,0,0,7,7,18248
1979,igor_szucs,0,0,0,0,0,0,0,0,1,0,4,10,20959
1980,readyforsudoku,0,0,0,0,0,0,0,1,0,0,3,6,70133
1981,nponeccop,1,0,0,0,0,0,0,0,0,0,7,7,39543
1982,eagent78,0,0,0,0,0,0,0,0,0,1,9,4,19147
1983,tester64,0,0,0,0,0,1,0,0,0,0,5,9,36604
1984,komilbloger,0,0,1,0,0,0,0,0,0,0,10,0,83211
1985,12aas_arbitr,0,0,0,0,0,0,0,1,0,0,3,6,10558
1986,andreyev88,0,0,0,0,1,0,0,0,0,0,1,5,30228
1987,ensmi,0,0,1,0,0,0,0,0,0,0,10,0,92376
1988,ra1aie,0,0,0,0,0,0,0,1,0,0,3,6,10114
1989,realistromantic,0,1,0,0,0,0,0,0,0,0,8,3,14614
1990,taha1978,0,0,0,0,0,1,0,0,0,0,5,9,47036
1991,best_i_net,0,0,0,0,1,0,0,0,0,0,1,5,32825
1992,valkiria_13,0,1,0,0,0,0,0,0,0,0,8,3,19422
1993,the_paper_plane,0,1,0,0,0,0,0,0,0,0,8,3,54645
1994,polar_bear_lk,0,1,0,0,0,0,0,0,0,0,8,3,88330
1995,michyrinecz,0,1,0,0,0,0,0,0,0,0,8,3,60504
1996,cheremushkinfr,1,0,0,0,0,0,0,0,0,0,7,7,86777
1997,cryua,1,0,0,0,0,0,0,0,0,0,7,7,72879
1998,ramzanastamirov,0,0,0,0,0,0,0,0,1,0,4,10,40806
1999,moustache42,0,0,1,0,0,0,0,0,0,0,10,0,33288
2000,cucuruzer,0,0,0,0,0,0,1,0,0,0,6,2,87611
2001,yuriy_voloshyn,0,1,0,0,0,0,0,0,0,0,8,3,21946
2002,tchri,0,0,1,0,0,0,0,0,0,0,10,0,94453
2003,kashirinv,0,1,0,0,0,0,0,0,0,0,8,3,16391
2004,stroganov,1,0,0,0,0,0,0,0,0,0,7,7,46226
2005,colored_way,1,0,0,0,0,0,0,0,0,0,7,7,24445
2006,maria_muha,0,0,1,0,0,0,0,0,0,0,10,0,68987
2007,narodnoeipo,0,0,1,0,0,0,0,0,0,0,10,0,46050
2008,bumbummaster,0,0,0,0,0,0,0,0,0,1,9,4,56350
2009,anonimka4554,1,0,0,0,0,0,0,0,0,0,7,7,21993
2010,ross_grifon,0,0,0,0,0,0,0,0,0,1,9,4,37265
2011,georgenevidimov,0,0,0,0,0,0,0,1,0,0,3,6,48107
2012,angelina_vip_su,0,0,0,1,0,0,0,0,0,0,0,8,88289
2013,karieva_raufa,0,1,0,0,0,0,0,0,0,0,8,3,51013
2014,yanasedova,0,1,0,0,0,0,0,0,0,0,8,3,49563
2015,lisa2177,0,1,0,0,0,0,0,0,0,0,8,3,36765
2016,kravchinskih,0,0,0,0,1,0,0,0,0,0,1,5,50312
2017,ksunray,1,0,0,0,0,0,0,0,0,0,7,7,74960
2018,manilowa_ewa,0,0,0,0,0,0,1,0,0,0,6,2,26543
2019,michail_82,0,1,0,0,0,0,0,0,0,0,8,3,64451
2020,ludi_vokrug,0,1,0,0,0,0,0,0,0,0,8,3,29463
2021,sergiilegostaev,1,0,0,0,0,0,0,0,0,0,7,7,21491
2022,karabai96,0,0,1,0,0,0,0,0,0,0,10,0,79416
2023,angoulem,0,0,0,0,0,1,0,0,0,0,5,9,54409
2024,ilmassimo,1,0,0,0,0,0,0,0,0,0,7,7,54794
2025,kseniavarko,1,0,0,0,0,0,0,0,0,0,7,7,49423
2026,v_boryagin,0,0,0,1,0,0,0,0,0,0,0,8,25138
2027,moroz2000,0,0,0,0,0,0,0,0,0,1,9,4,39438
2028,protiv_pytok,0,0,0,1,0,0,0,0,0,0,0,8,87355
2029,artur_s,0,0,0,0,0,0,1,0,0,0,6,2,62672
2030,tom_lewi,0,0,1,0,0,0,0,0,0,0,10,0,12189
2031,kbj_ledas,0,0,1,0,0,0,0,0,0,0,10,0,94887
2032,consigliere_rpc,0,0,0,0,0,0,0,0,1,0,4,10,40546
2033,apleks,0,0,1,0,0,0,0,0,0,0,10,0,86450
2034,d_v_sokolov,0,1,0,0,0,0,0,0,0,0,8,3,44260
2035,lananet,0,0,0,0,0,0,0,0,1,0,4,10,72435
2036,tanyaandrianova,1,0,0,0,0,0,0,0,0,0,7,7,72092
2037,seferivri,0,0,0,0,0,1,0,0,0,0,5,9,39005
2038,ulia_g,0,0,0,0,1,0,0,0,0,0,1,5,18127
2039,abvedi,0,0,1,0,0,0,0,0,0,0,10,0,29542
2040,liubovburziant,1,0,0,0,0,0,0,0,0,0,7,7,80106
2041,postfactumus,0,0,0,0,1,0,0,0,0,0,1,5,40826
2042,r_cedar,0,0,0,0,1,0,0,0,0,0,1,5,25343
2043,ildar_peshehod,0,0,1,0,0,0,0,0,0,0,10,0,37942
2044,sergei_2020,0,0,1,0,0,0,0,0,0,0,10,0,74847
2045,lokytoky,0,0,0,0,0,0,0,0,0,1,9,4,57340
2046,yarvelesov,0,0,0,0,0,0,1,0,0,0,6,2,29019
2047,rocker_face,0,1,0,0,0,0,0,0,0,0,8,3,96518
2048,p0pik0v,0,0,0,0,0,0,1,0,0,0,6,2,89634
2049,tim_sleptsov,0,1,0,0,0,0,0,0,0,0,8,3,19512
2050,babayasin,0,0,0,0,0,1,0,0,0,0,5,9,95710
2051,trof_av,1,0,0,0,0,0,0,0,0,0,7,7,15761
2052,linamay,0,0,0,0,0,0,0,1,0,0,3,6,31548
2053,tsvetkovanton,0,0,0,1,0,0,0,0,0,0,0,8,91770
2054,moneyinformer,0,0,0,1,0,0,0,0,0,0,0,8,87321
2055,hakueva,0,1,0,0,0,0,0,0,0,0,8,3,70102
2056,gaulyayterputin,0,0,0,0,0,0,1,0,0,0,6,2,10163
2057,shmu_el,0,1,0,0,0,0,0,0,0,0,8,3,99291
2058,photo_vlad,0,0,1,0,0,0,0,0,0,0,10,0,82482
2059,i_mbiclu_bclyx,0,1,0,0,0,0,0,0,0,0,8,3,71812
2060,you_th,0,1,0,0,0,0,0,0,0,0,8,3,87707
2061,chertovka_ja,1,0,0,0,0,0,0,0,0,0,7,7,13626
2062,big287,0,0,0,0,0,0,1,0,0,0,6,2,30894
2063,sneshana,0,0,0,0,0,0,0,1,0,0,3,6,76748
2064,staspoz,0,1,0,0,0,0,0,0,0,0,8,3,72898
2065,slovobendera,0,0,0,0,0,0,1,0,0,0,6,2,20861
2066,voronkov_kirill,0,1,0,0,0,0,0,0,0,0,8,3,46832
2067,domiangray,0,0,0,0,0,1,0,0,0,0,5,9,97089
2068,palamar4uk,0,1,0,0,0,0,0,0,0,0,8,3,87082
2069,suhvp2,0,0,0,0,0,1,0,0,0,0,5,9,47517
2070,paisiypchelnik,0,0,0,0,0,0,0,1,0,0,3,6,20250
2071,opit_zhizni,0,0,0,0,0,0,0,1,0,0,3,6,49918
2072,alex_not_black,0,0,0,0,0,0,1,0,0,0,6,2,11391
2073,public_anarchy,0,0,0,1,0,0,0,0,0,0,0,8,84379
2074,sher_y,1,0,0,0,0,0,0,0,0,0,7,7,56441
2075,vlad_dolohov,0,0,0,0,0,0,0,0,0,1,9,4,14790
2076,1blogerskiyru,0,1,0,0,0,0,0,0,0,0,8,3,51573
2077,vladimirtan,0,0,1,0,0,0,0,0,0,0,10,0,77780
2078,fedorshum,0,0,0,0,1,0,0,0,0,0,1,5,62799
2079,digibi,0,0,0,1,0,0,0,0,0,0,0,8,38386
2080,mvcomfort,0,1,0,0,0,0,0,0,0,0,8,3,70273
2081,daria_telezhko,1,0,0,0,0,0,0,0,0,0,7,7,44207
2082,blog_matveev,0,0,1,0,0,0,0,0,0,0,10,0,69858
2083,trubchyk,0,1,0,0,0,0,0,0,0,0,8,3,24723
2084,zamira14,0,0,0,0,0,1,0,0,0,0,5,9,88125
2085,fiat4lux,0,1,0,0,0,0,0,0,0,0,8,3,48949
2086,pohod_vosemvrat,0,1,0,0,0,0,0,0,0,0,8,3,20726
2087,mark_retinski,1,0,0,0,0,0,0,0,0,0,7,7,37587
2088,nirowylf,0,1,0,0,0,0,0,0,0,0,8,3,55839
2089,holymacarony,0,1,0,0,0,0,0,0,0,0,8,3,42419
2090,sergant_dvd,0,0,0,0,1,0,0,0,0,0,1,5,45044
2091,voda_magazine,0,0,0,0,1,0,0,0,0,0,1,5,40484
2092,darknetstatss,0,0,1,0,0,0,0,0,0,0,10,0,22515
2093,chlorelladelo,1,0,0,0,0,0,0,0,0,0,7,7,49135
2094,brently67,0,0,0,1,0,0,0,0,0,0,0,8,51970
2095,pro_lifes,0,0,0,0,1,0,0,0,0,0,1,5,35740
2096,istari_14,1,0,0,0,0,0,0,0,0,0,7,7,75021
2097,cheloyekus,0,0,1,0,0,0,0,0,0,0,10,0,68854
2098,quest9791,1,0,0,0,0,0,0,0,0,0,7,7,68501
2099,tatim35,1,0,0,0,0,0,0,0,0,0,7,7,45175
2100,vkv_socpravo,0,0,0,0,0,0,1,0,0,0,6,2,32588
2101,ivan_1_dyrak,0,0,0,0,1,0,0,0,0,0,1,5,92565
2102,antresoliorg,0,0,0,0,0,0,0,0,1,0,4,10,87857
2103,greygreengo,0,0,0,0,0,1,0,0,0,0,5,9,15373
2104,pro_clip,0,0,0,1,0,0,0,0,0,0,0,8,18609
2105,bummer,0,1,0,0,0,0,0,0,0,0,8,3,39852
2106,dmitripoliakov,0,0,1,0,0,0,0,0,0,0,10,0,88690
2107,vlada_1966,0,0,1,0,0,0,0,0,0,0,10,0,71499
2108,jan_vrij,1,0,0,0,0,0,0,0,0,0,7,7,46516
2109,sf1206,0,1,0,0,0,0,0,0,0,0,8,3,59146
2110,proboina,0,0,0,1,0,0,0,0,0,0,0,8,70211
2111,polynkov,1,0,0,0,0,0,0,0,0,0,7,7,38770
2112,trevnoel,0,0,0,0,0,1,0,0,0,0,5,9,56533
2113,platon2,0,0,0,1,0,0,0,0,0,0,0,8,72389
2114,evgenii_kor86,0,0,0,0,0,0,0,1,0,0,3,6,25616
2115,kostyanus,0,1,0,0,0,0,0,0,0,0,8,3,88198
2116,tvp79,0,1,0,0,0,0,0,0,0,0,8,3,87558
2117,sashkora,1,0,0,0,0,0,0,0,0,0,7,7,45984
2118,luvolver,0,0,1,0,0,0,0,0,0,0,10,0,58344
2119,bot_a_nika,0,0,0,1,0,0,0,0,0,0,0,8,13773
2120,menta_kill,0,0,0,0,0,0,0,1,0,0,3,6,99065
2121,ebrief,0,0,0,0,0,0,0,1,0,0,3,6,49402
2122,inokandreikomar,0,1,0,0,0,0,0,0,0,0,8,3,46555
2123,notknown5,0,0,0,1,0,0,0,0,0,0,0,8,50059
2124,lrka312,0,0,0,1,0,0,0,0,0,0,0,8,72085
2125,kabzon,1,0,0,0,0,0,0,0,0,0,7,7,57120
2126,besser_leben,0,1,0,0,0,0,0,0,0,0,8,3,39626
2127,rochevat,1,0,0,0,0,0,0,0,0,0,7,7,96219
2128,rennee_berryy,1,0,0,0,0,0,0,0,0,0,7,7,23336
2129,mosmchs_uvao,1,0,0,0,0,0,0,0,0,0,7,7,67103
2130,bayan_poroshkov,0,0,0,0,0,0,0,0,0,1,9,4,33506
2131,iriya_rutri,0,1,0,0,0,0,0,0,0,0,8,3,35428
2132,zateryavshiysya,0,0,0,0,0,0,1,0,0,0,6,2,98031
2133,webmster,0,1,0,0,0,0,0,0,0,0,8,3,57178
2134,postoronniy_i,1,0,0,0,0,0,0,0,0,0,7,7,12794
2135,ivpush,0,0,0,1,0,0,0,0,0,0,0,8,97868
2136,alextr98,0,1,0,0,0,0,0,0,0,0,8,3,36311
2137,oselok,0,0,0,0,0,1,0,0,0,0,5,9,54832
2138,vladdt,1,0,0,0,0,0,0,0,0,0,7,7,37460
2139,godleif,0,1,0,0,0,0,0,0,0,0,8,3,27287
2140,ce32reza,0,1,0,0,0,0,0,0,0,0,8,3,40205
2141,midnighttimes,0,1,0,0,0,0,0,0,0,0,8,3,20433
2142,netkoblog,1,0,0,0,0,0,0,0,0,0,7,7,61714
2143,bezdomnitzar,0,0,0,0,1,0,0,0,0,0,1,5,28604
2144,nika_po,0,1,0,0,0,0,0,0,0,0,8,3,45055
2145,hobober,1,0,0,0,0,0,0,0,0,0,7,7,16513
2146,motherware,0,1,0,0,0,0,0,0,0,0,8,3,61786
2147,lisergeevich,0,1,0,0,0,0,0,0,0,0,8,3,75640
2148,zakusilov,0,0,0,0,0,0,1,0,0,0,6,2,49758
2149,imhotype,0,0,0,0,0,0,0,1,0,0,3,6,23261
2150,laura_mz,0,1,0,0,0,0,0,0,0,0,8,3,32347
2151,freyafridekhe,0,0,0,0,1,0,0,0,0,0,1,5,87257
2152,mario_moretti,0,1,0,0,0,0,0,0,0,0,8,3,27005
2153,hotnews24,0,0,0,0,0,1,0,0,0,0,5,9,49557
2154,mar_lis_a,0,0,0,0,0,0,1,0,0,0,6,2,32605
2155,rulexa_p,0,0,0,0,0,0,1,0,0,0,6,2,29580
2156,ni_hua_hua,0,1,0,0,0,0,0,0,0,0,8,3,77860
2157,yegorov_leonid,0,1,0,0,0,0,0,0,0,0,8,3,92390
2158,la_luminella,0,0,1,0,0,0,0,0,0,0,10,0,24821
2159,pol_ektof,0,0,1,0,0,0,0,0,0,0,10,0,73796
2160,nataav,0,0,0,0,0,0,0,1,0,0,3,6,87527
2161,mr_bbon,0,0,0,1,0,0,0,0,0,0,0,8,68158
2162,tatka_olk,0,0,0,0,1,0,0,0,0,0,1,5,63159
2163,fokinpawell,1,0,0,0,0,0,0,0,0,0,7,7,49093
2164,christosenko13,1,0,0,0,0,0,0,0,0,0,7,7,94086
2165,novosti_o,0,0,0,1,0,0,0,0,0,0,0,8,58106
2166,hotmysl,0,0,0,0,0,0,0,1,0,0,3,6,45580
2167,dogadkina_elena,0,1,0,0,0,0,0,0,0,0,8,3,32522
2168,tigrino,0,0,0,0,0,1,0,0,0,0,5,9,89434
2169,victoriafree,0,1,0,0,0,0,0,0,0,0,8,3,89483
2170,aksioma_25,1,0,0,0,0,0,0,0,0,0,7,7,48492
2171,option_systems,0,0,0,0,0,0,0,1,0,0,3,6,15369
2172,jacky_fisher,0,1,0,0,0,0,0,0,0,0,8,3,89019
2173,dezinsekt0r,0,0,1,0,0,0,0,0,0,0,10,0,92012
2174,pravomochie,1,0,0,0,0,0,0,0,0,0,7,7,78079
2175,sweta_iwanowa83,0,1,0,0,0,0,0,0,0,0,8,3,58084
2176,ani_al,0,0,0,0,0,1,0,0,0,0,5,9,98571
2177,rooibos_girl,0,0,1,0,0,0,0,0,0,0,10,0,79917
2178,mytomas,0,1,0,0,0,0,0,0,0,0,8,3,61827
2179,rodina_3ovet,1,0,0,0,0,0,0,0,0,0,7,7,93473
2180,alf_electric,0,0,0,1,0,0,0,0,0,0,0,8,15151
2181,khotimskiy,0,0,0,0,0,1,0,0,0,0,5,9,17783
2182,teplotut,0,0,0,0,1,0,0,0,0,0,1,5,23531
2183,psyllinea_1,0,1,0,0,0,0,0,0,0,0,8,3,77796
2184,neov_levashov,0,0,0,0,0,0,0,0,0,1,9,4,84689
2185,milamoya,0,0,0,0,1,0,0,0,0,0,1,5,48839
2186,mosad,0,0,0,0,0,0,1,0,0,0,6,2,11562
2187,vjgaru,0,0,1,0,0,0,0,0,0,0,10,0,25028
2188,tysemez,0,0,0,0,1,0,0,0,0,0,1,5,39719
2189,alex_negaturov,0,0,0,0,0,0,0,0,1,0,4,10,69819
2190,aglos_personal,0,0,1,0,0,0,0,0,0,0,10,0,32206
2191,alopuhin,0,0,0,1,0,0,0,0,0,0,0,8,61661
2192,themaximherald,0,0,1,0,0,0,0,0,0,0,10,0,66713
2193,aleksrusslander,1,0,0,0,0,0,0,0,0,0,7,7,83758
2194,korshun66,0,0,0,0,0,0,1,0,0,0,6,2,13478
2195,amantonio,1,0,0,0,0,0,0,0,0,0,7,7,85517
2196,lushnikov_rp,0,0,0,1,0,0,0,0,0,0,0,8,86781
2197,zlantal,0,0,0,1,0,0,0,0,0,0,0,8,63573
2198,krugovoy,0,1,0,0,0,0,0,0,0,0,8,3,91559
2199,banditka2402,0,0,0,0,0,0,0,0,0,1,9,4,47163
2200,jamallutdin,0,0,1,0,0,0,0,0,0,0,10,0,33072
2201,livelogic,0,1,0,0,0,0,0,0,0,0,8,3,25761
2202,grzegorz,0,0,0,0,0,0,0,0,0,1,9,4,61280
2203,progressinform,0,0,0,0,0,0,0,1,0,0,3,6,83543
2204,berezinan55,0,0,0,0,0,0,0,0,0,1,9,4,89312
2205,tolyay,0,0,0,0,0,1,0,0,0,0,5,9,76626
2206,roquefort_tln,0,1,0,0,0,0,0,0,0,0,8,3,20003
2207,olgalit,1,0,0,0,0,0,0,0,0,0,7,7,60131
2208,sergey_zinichev,0,0,1,0,0,0,0,0,0,0,10,0,82110
2209,ferapontov_monk,0,0,0,0,0,1,0,0,0,0,5,9,53246
2210,yarasovershenna,1,0,0,0,0,0,0,0,0,0,7,7,27958
2211,oren_bella,0,0,0,0,1,0,0,0,0,0,1,5,51663
2212,7dogs,0,0,0,0,0,0,0,0,0,1,9,4,16501
2213,vechno_vinovat,0,0,0,1,0,0,0,0,0,0,0,8,95225
2214,new_world2020,1,0,0,0,0,0,0,0,0,0,7,7,83658
2215,bukin_alexey,1,0,0,0,0,0,0,0,0,0,7,7,86292
2216,mnitelnost,1,0,0,0,0,0,0,0,0,0,7,7,19867
2217,noskov_denis,0,0,0,0,0,0,0,1,0,0,3,6,23318
2218,ripcska,1,0,0,0,0,0,0,0,0,0,7,7,21642
2219,jornalick,0,0,0,0,0,0,0,1,0,0,3,6,71644
2220,izyaweisneger,1,0,0,0,0,0,0,0,0,0,7,7,15627
2221,aloha2day,0,0,0,1,0,0,0,0,0,0,0,8,45828
2222,selestafox,0,1,0,0,0,0,0,0,0,0,8,3,44461
2223,x_centery,0,0,0,1,0,0,0,0,0,0,0,8,95517
2224,golovin1970,0,0,0,0,1,0,0,0,0,0,1,5,70336
2225,genocidecitizen,0,0,0,0,0,1,0,0,0,0,5,9,43748
2226,nekoronavirus,0,0,0,1,0,0,0,0,0,0,0,8,57302
2227,tifi_fox,0,0,0,0,0,0,1,0,0,0,6,2,84632
2228,ihopeyoudied,0,0,0,0,0,0,0,0,1,0,4,10,63379
2229,lena_kalugina,0,1,0,0,0,0,0,0,0,0,8,3,20383
2230,jenta17,0,0,0,0,0,0,1,0,0,0,6,2,63287
2231,almak1976,0,0,0,0,0,0,0,0,0,1,9,4,22093
2232,stog_sena51,0,0,0,1,0,0,0,0,0,0,0,8,33421
2233,labkovskiy,0,0,0,1,0,0,0,0,0,0,0,8,98492
2234,jandrejeva,0,0,0,0,1,0,0,0,0,0,1,5,25909
2235,opiat_dvoika,0,0,0,1,0,0,0,0,0,0,0,8,83683
2236,far01,0,0,1,0,0,0,0,0,0,0,10,0,20722
2237,marina_s_fenix,0,1,0,0,0,0,0,0,0,0,8,3,43456
2238,polinarg,0,0,0,0,1,0,0,0,0,0,1,5,41460
2239,theorangecolor,0,1,0,0,0,0,0,0,0,0,8,3,16840
2240,freigeborene,1,0,0,0,0,0,0,0,0,0,7,7,32210
2241,lucrecious,0,1,0,0,0,0,0,0,0,0,8,3,47033
2242,rinamois,0,0,0,1,0,0,0,0,0,0,0,8,34200
2243,cmiru,0,1,0,0,0,0,0,0,0,0,8,3,90229
2244,sergey_mironov,0,0,0,0,0,0,0,0,1,0,4,10,72624
2245,fireyt,1,0,0,0,0,0,0,0,0,0,7,7,91308
2246,alkonormaru,0,0,1,0,0,0,0,0,0,0,10,0,73617
2247,slava_pticyn,0,1,0,0,0,0,0,0,0,0,8,3,48033
2248,omini_omini,0,1,0,0,0,0,0,0,0,0,8,3,12672
2249,mariya_mamyko,0,0,0,0,1,0,0,0,0,0,1,5,38014
2250,polymist,0,0,0,0,0,1,0,0,0,0,5,9,21112
2251,sleep369,0,1,0,0,0,0,0,0,0,0,8,3,18720
2252,achadidi,0,0,0,0,0,0,0,0,1,0,4,10,71895
2253,maryam_93,0,0,1,0,0,0,0,0,0,0,10,0,69731
2254,amphre,0,0,1,0,0,0,0,0,0,0,10,0,55878
2255,svetlanka_036,0,0,0,0,0,0,0,1,0,0,3,6,93397
2256,lena3024,0,0,1,0,0,0,0,0,0,0,10,0,25225
2257,i_am_sweetness,0,0,1,0,0,0,0,0,0,0,10,0,18257
2258,burckina_faso,1,0,0,0,0,0,0,0,0,0,7,7,17240
2259,pm_korchagin,0,0,0,0,0,1,0,0,0,0,5,9,19809
2260,veleos_2008,0,0,0,0,1,0,0,0,0,0,1,5,59192
2261,boxer_ii,0,0,0,1,0,0,0,0,0,0,0,8,35717
2262,avtozap_i_tceni,0,0,0,0,1,0,0,0,0,0,1,5,49570
2263,gakuseido,0,0,0,1,0,0,0,0,0,0,0,8,49551
2264,marmara_calypso,1,0,0,0,0,0,0,0,0,0,7,7,88389
2265,ecovedic,0,0,0,1,0,0,0,0,0,0,0,8,36821
2266,woodvel,0,1,0,0,0,0,0,0,0,0,8,3,20150
2267,mypurelife,0,0,0,0,1,0,0,0,0,0,1,5,62313
2268,dryvit,0,1,0,0,0,0,0,0,0,0,8,3,25038
2269,rodion_dementev,0,0,1,0,0,0,0,0,0,0,10,0,41461
2270,arabskiy_pilot,0,0,1,0,0,0,0,0,0,0,10,0,77982
2271,soullus,0,0,0,1,0,0,0,0,0,0,0,8,93951
2272,tatiaz,0,0,0,1,0,0,0,0,0,0,0,8,97828
2273,pos50,0,0,0,0,0,1,0,0,0,0,5,9,40887
2274,staleden,0,0,0,0,1,0,0,0,0,0,1,5,80464
2275,shamsutdinova,0,0,0,0,0,0,1,0,0,0,6,2,51098
2276,w_wondrous,1,0,0,0,0,0,0,0,0,0,7,7,62992
2277,de_nada,0,0,0,1,0,0,0,0,0,0,0,8,86478
2278,irinka_asia,0,0,0,1,0,0,0,0,0,0,0,8,72103
2279,stdby,1,0,0,0,0,0,0,0,0,0,7,7,83472
2280,zarabotok2020,0,0,0,0,0,0,0,1,0,0,3,6,59126
2281,seguasahara,0,0,0,0,0,1,0,0,0,0,5,9,67317
2282,faridtaziev,0,1,0,0,0,0,0,0,0,0,8,3,93880
2283,_vivo_,0,1,0,0,0,0,0,0,0,0,8,3,82200
2284,canopus77,0,0,1,0,0,0,0,0,0,0,10,0,28609
2285,kir_bor,0,0,0,0,0,0,0,0,1,0,4,10,76172
2286,jlazarovici,0,0,1,0,0,0,0,0,0,0,10,0,53446
2287,tan_e4ka,0,0,0,1,0,0,0,0,0,0,0,8,19767
2288,anatoligreen,0,0,0,0,0,1,0,0,0,0,5,9,33803
2289,vsatman888,0,0,0,0,0,0,0,1,0,0,3,6,33105
2290,nadyschenka,0,0,0,0,0,0,1,0,0,0,6,2,36877
2291,vestivalkon,0,1,0,0,0,0,0,0,0,0,8,3,72771
2292,gidra_kran,0,1,0,0,0,0,0,0,0,0,8,3,16705
2293,leo1974,0,0,0,1,0,0,0,0,0,0,0,8,36030
2294,zhoratravel,0,0,0,0,0,1,0,0,0,0,5,9,64357
2295,booky_moussy,0,0,0,1,0,0,0,0,0,0,0,8,50601
2296,jen_ermakova,0,0,0,0,0,0,1,0,0,0,6,2,31721
2297,mitja1991,0,0,1,0,0,0,0,0,0,0,10,0,75055
2298,bot_92,0,1,0,0,0,0,0,0,0,0,8,3,64123
2299,san_evd,0,1,0,0,0,0,0,0,0,0,8,3,95366
2300,iadminko,0,0,0,0,0,0,1,0,0,0,6,2,78785
2301,naidagab,0,0,0,0,0,0,0,1,0,0,3,6,64585
2302,katya_svetoch,0,0,0,0,1,0,0,0,0,0,1,5,40722
2303,ghostleader,0,1,0,0,0,0,0,0,0,0,8,3,99157
2304,tos_v,0,0,1,0,0,0,0,0,0,0,10,0,76435
2305,moyugolok,0,0,0,1,0,0,0,0,0,0,0,8,91107
2306,ayarann,0,0,0,0,1,0,0,0,0,0,1,5,12767
2307,olegluban,0,0,1,0,0,0,0,0,0,0,10,0,71962
2308,pila_ivanna,0,0,0,0,0,1,0,0,0,0,5,9,57949
2309,marinaeratova,0,0,0,0,0,1,0,0,0,0,5,9,68956
2310,coombaya,0,0,0,0,0,0,0,0,0,1,9,4,28903
2311,doratheengineer,1,0,0,0,0,0,0,0,0,0,7,7,76469
2312,stovan3,0,0,0,0,0,0,0,0,0,1,9,4,35015
2313,restartmylife,0,0,0,0,0,0,1,0,0,0,6,2,32665
2314,nikzenrov,0,0,0,1,0,0,0,0,0,0,0,8,67063
